index,number,frn,business_name,business_address,foreign_voice_provider,country,other_frns,other_dba_names,previous_dba_names,robocall_mitigation_contact_name,contact_title,contact_department,contact_business_address,contact_country,contact_telephone_number,contact_phone_extension,implementation,voice_service_provider_choice,gateway_provider_choice,intermediate_provider_choice,last_updated,filing_url
2781,RMD0005180,31282957,"Gen-Tech Support, LLC",1101 Levert St. Gueydan LA 70542,No,United States of America,,,,Craig Kibodeaux,Manager,Administration,1101 Levert St. Gueydan LA 70542,United States of America,2252242100,,Yes,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=f8aa83061bca3410031f0f21f54bcb0a&view=sp
8322,RMD0019247,26429241,"GenXSP, LLC",1023 Waterman Avenue East Providence RI 02914,No,United States of America,,,,Steven Gorriaran,President,VoIP,1023 Waterman Avenue East Providence RI 02914,United States of America,401-351-0050,,Yes,Yes,No,No,2024-02-28,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=e2ab81c31ba84e10a4b75318624bcb8a&view=sp
4502,RMD0007511,31428311,Genasys Inc,16262 West Bernardo Drive San Diego CA 92127,No,United States of America,,,LRAD Corporation,Paul Neyman,VP of Business Development,Operations,16262 West Bernardo Drive San Diego CA 92127,United States of America,4086875292,,Yes,Yes,No,No,2024-02-26,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=a206952a1bf6f410dcd1ed3be54bcb98&view=sp
5205,RMD0008434,31457534,"General Computer Technologies, Inc.",14750 SW 26th ST STE 206 Miami FL 33185,No,United States of America,,GCTECH,,Jesus Orozco,CEO,Management,14750 SW 26th ST STE 206 Miami FL 33185,United States of America,3055592277,,Partial,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=5f96dda31b3eb81022e3a681f54bcba6&view=sp
9162,RMD0023364,36041309,Generation 3 Managed IT,78 Dawson Village Way N Suite 140-92 Dawsonville GA 30534,No,United States of America,,,,Network Operations,NO,Network,78 Dawson Village Way N Suite 140-92 Dawsonville GA 30534,United States of America,4709449333,,No,Yes,No,No,2024-10-04,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=fcb18369938dd61063defb786cba1020&view=sp
1288,RMD0003074,3720968,Geneseo Telephone Company,111 East First Street PO Box 330 Geneseo IL 61254,No,United States of America,"0003720984; Cambridge Telephone Company 0003721008; Henry County Telephone Company 0003720992; Cambridge Telcom Services, Inc. 0018367177; Geneseo Communications, Inc. 0003721024; Tri-Com, LLC",,,Ron Hartman,Central Office Manager,Central Office,111 East First Street Geneseo IL 61254,United States of America,309.944.2103,,Partial,Yes,No,Yes,2024-08-08,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=8b19fbb31b3c70509294113d9c4bcb63&view=sp
1016,RMD0002706,24758419,"Genesys Telecom US, Inc",1302 El Camino Real Ste 300 Menlo Park CA 94025,No,United States of America,,,,Christopher W Jones,Senior Director Commercial Telco Mgmt,Genesys Cloud,1302 El Camino Real Ste 300 Menlo Park CA 94025,United States of America,8323160383,,Yes,Yes,No,No,2024-02-26,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=2319995b1b7c7c102eb2a82fe54bcb26&view=sp
4455,RMD0007442,23733967,"Genie Innovations, Inc.",93 Farmstead Lane Windsor CT 06095,No,United States of America,,IP-Genie,"Genie Innovations, LLC",Chris Ferrall,CTO,Operations,93 Farmstead Lane Windsor CT 06095,United States of America,8606106014,,Yes,Yes,No,No,2024-12-16,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=a9e4fc6a1b7af410822320efe54bcb27&view=sp
7386,RMD0014061,32857906,Genius Communications LLC,"635, 1300 harvey mitchell pkwy s College Station TX 77840",No,United States of America,,,,Scott Salle,CEO,Founder,800 Marion Pugh dr apt�2101 College Station TX 77840,United States of America,8322432764,,No,Yes,No,No,2023-06-15,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=332115cc1b2f6510165aedfde54bcb64&view=sp
5936,RMD0009467,31652670,Genuine Technical Resources LLC,112 E Pecan St Suite 420 San Antonio TX 78205,No,United States of America,,,,Joseph Hernandez,Network Administrator,,112 E Pecan Street Suite 420 San Antonio TX 78205,United States of America,2108535838,,Partial,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=f7a243af1b7bf0103125a64ce54bcb2a&view=sp
4776,RMD0007869,12558706,Genusys Inc.,209 State Highway 121 Bypass Suite 31 Lewisville TX 75067,No,United States of America,,gPlex gTalk,,Anis Rahman,CEO & CTO,Management,"209 State Highway 121 Bypass, Suite 31 Lewisville TX 75067",United States of America,9723182900,,Yes,Yes,No,No,2024-04-12,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=7337c6fa1bf638105eb762cfe54bcb4d&view=sp
2105,RMD0004131,4273751,Georgetown Telephone Company Inc.,1154 Railroad Ave. PO BOX 137 Georgetown MS 39078,No,United States of America,,,Georgetown Long Distance,Joseph Miller III,Vice President,Executive,1154 Railroad Ave. Georgetown MS 39078,United States of America,601-858-2211,,No,Yes,No,No,2024-02-08,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=29692aed1bc5741002beea82f54bcb67&view=sp
7651,RMD0015343,31489651,"Georgialina Networks, LLC",4816 Technology Dr AUGUSTA GA 30907,No,United States of America,NONE,NONE,NONE,Blake Ivey,Telecom Supervisor,VOICE,4816 Technology Dr AUGUSTA GA 30907,United States of America,706-869-1096,,Yes,Yes,No,No,2024-04-24,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=cb22ba9487f1b550fd3887f40cbb35c7&view=sp
644,RMD0002250,4068474,Germantown Telephone Company,210 Main Street PO Box 188 Germantown NY 12526,No,United States of America,,GTel,,Ben Matthews,Network Engineer Manager,Network,210 Main Street PO Box 188 Germantown NY 12526,United States of America,5185374835,,Partial,Yes,No,No,2024-10-21,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=d288854d1b3434109294113d9c4bcb60&view=sp
3333,RMD0005995,23357593,"Gertge Technology, LLC",109 Clayton Street Brush CO 80723,No,United States of America,,,,Toby Gertge,Managing Member,,109 Clayton Street Brush CO 80723,United States of America,970-842-6500,2000,Yes,Yes,No,No,2024-03-29,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=47a5ff2a1be2fc109294113d9c4bcb6c&view=sp
939,RMD0002614,4986410,Gervais Telephone Company,489 Third Street PO Box 269 Gervais OR 97026,No,United States of America,2099016540,DataVision Communications LLC,,Todd Berning,President,Executive,489 Third Street Gervais OR 97026,United States of America,503-792-3611,,Yes,Yes,No,No,2024-10-28,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=4ca320071b383c102eb2a82fe54bcb26&view=sp
1019,RMD0002709,17474735,Get L.L.C.,412 W Blackwell Blackwell OK 74631,No,United States of America,,,,Jessica Pepper,Manager,Management,20000 Walking Stick Rd. Trinidad CO 81082,United States of America,580-789-0583,,Yes,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=a71061df1b34305002beea82f54bcb66&view=sp
9476,RMD0026307,36535102,GetawayTech,"8 The Green, STE B Dover DE 19901",No,United States of America,,,,Tim Howard,DIrector,Management,"8 The Green, STE B Dover DE 19901",United States of America,2519013650,,Yes,Yes,No,No,2025-01-15,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=6945f8b24743165073fd0c03e16d4350&view=sp
4241,RMD0007171,31426323,Giago Enterprise LLC,1318 Princeton Drive Walnuit CA 91789,No,United States of America,NONE,NONE,NONE,Alden Marin,CEO,EXECUTIVE,1318 PRINCETON DRIVE WALNUT CA 91789,United States of America,8188067993,,No,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=00f7b9ed1b327410544a404fe54bcb50&view=sp
1582,RMD0003466,8830846,"Giant Communications, Inc.",PO Box 231 Holton KS 66436,No,United States of America,,,,Brent Swingle,Manager of Plant Operations,Plant,"418 W. 5th St., Suite B PO Box 231 Holton KS 66436",United States of America,785-362-9331,,Yes,Yes,No,No,2024-11-22,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=c24175a41b0530107ccf20ecac4bcb65&view=sp
2050,RMD0004067,27354836,"Gibson Connect, LLC",1207A S. College St. Trenton TN 38382,No,United States of America,,LItePipe,,Robin McCaig,Network and Managed Services Coordinator,Technical Services,1207A S. College St. Trenton TN 38382,United States of America,731.562.1340,,No,Yes,No,No,2024-08-16,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=b4d256251bc1741002beea82f54bcb8e&view=sp
4815,RMD0007916,31444797,Gig Telecom,1252 Central Ave Albany NY 12205,No,United States of America,,,,David Turner,Network Engineer,Networking,1252 Central Ave Albany NY 12205,United States of America,5184382444,,Yes,Yes,No,No,2024-12-23,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=1c189eba1b36781016b49796bc4bcbf6&view=sp
1563,RMD0003433,23638414,Giggle Fiber LLC,911 S Primrose Ave Ste E Monrovia CA 91016,No,United States of America,,,,Albert Bueno,NOC Supervisor,Operations,911 S Primrose Ave Ste E Monrovia CA 91016,United States of America,323-908-1073,,No,Yes,No,No,2024-02-15,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=05648e501b05f0502eb2a82fe54bcbc7&view=sp
8088,RMD0017793,34048298,"Gigs Wireless, LLC",2261 Market Street #4288 San Francisco CA 94114,No,United States of America,(None),(None),(None),Victor De Maiziere,Chief of Staff to the Cofounder,Management,2261 Market Street #4288 San Francisco CA 94114,United States of America,4156504152,,No,Yes,No,No,2024-11-22,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=c66da4e91b6cca1048ce5395624bcb3c&view=sp
766,RMD0002401,17377771,Gila Local Exchange Carrier,7065 W. Allison Rd. Box #5020 Chandler AZ 85226,No,United States of America,,"Alluvion Communications, Inc.",,Ronald Spencer,Network Services Manager,Network Services,7065 W. Allison Rd. Chandler AZ 85226,United States of America,(520) 796-8823,,Partial,Yes,No,No,2024-12-20,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=604bb35d1bb4f41064c4426de54bcb47&view=sp
1474,RMD0003321,1607183,Gila River Cellular General Partnership,"5055 North Point Pkwy, NP2NE Network Eng Alpharetta GA 30022",No,United States of America,,Verizon Wireless,,Phillip Lin,Network Eng & Ops,Cary NMC,7000 Weston Pkwy Cary NC 27513,United States of America,8002297427,Opt 2,Yes,Yes,Yes,No,2024-09-10,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=10f96d501b05b45064c4426de54bcb63&view=sp
764,RMD0002399,4052791,Gila River Telecommunications Inc.,7065 W. Allison Rd. Box #5015 Chandler AZ 85226,No,United States of America,,,,Ronald Spencer,Network Services Manager,Network Services,7065 W. Allison Rd. Chandler AZ 85226,United States of America,(520) 796-8823,,Partial,Yes,No,No,2024-12-20,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=03e9ffd91bb4f41064c4426de54bcbf9&view=sp
3478,RMD0006183,24382798,"Gipe Enterprises, Inc",620 Central Ave Ste 2C Hot Springs AR 71901,No,United States of America,,,,Robert Askew,System Administrator,Technical,620 Central Ave Suite 2C Hot Springs AR 71901,United States of America,5016235969,,Partial,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=ccf309031beefc10e91484cae54bcb6b&view=sp
3075,RMD0005627,31361371,GitsTel Inc,3720 Madison Ave Suite 280 North Highlands CA 95660,No,United States of America,,,,Vasiliy Warkentin,CFO,Management,4700 Roseville Road Suite 101 North Highlands CA 95660,United States of America,916-299-5020,,No,Yes,No,No,2024-12-23,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=4ee5c93c1bea7810cc2f2f82f54bcbd6&view=sp
5848,RMD0009306,29460995,Givens Estates Inc.,2360 Sweeten Creek Rd ASheville NC 28803,No,United States of America,,Givens Communities Givens Highland Farms Givens Gerber Park Givens Great Laurels,,Richard Foor,Corporate Technology Director,Technology,2360 Sweeten Creek Rd ASheville NC 28803,United States of America,8282716952,,Yes,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=fa8fd7561b67b410031f0f21f54bcbbf&view=sp
7319,RMD0013739,33807298,Gizat Global Communications,10 Blackledge Ct Closter NJ 07624,No,United States of America,0033876236,none,,Ohad Harlev,Director,Managment,10 Blackledge Ct Closter NJ 07624,United States of America,5702510226,,Yes,No,No,Yes,2024-05-21,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=ce4fda901b4ba510e1ca848ce54bcb99&view=sp
875,RMD0002533,5051560,"Glandorf Telephone Co. ,Inc",153 S. Main St. PO Box 31 Glandorf OH 45848,No,United States of America,,Glandorf FI-OPTICS Glandorf Long Distance,,David L. Hunt,GM/Treasurer,,153 S. Main St. Glandorf OH 45848,United States of America,419-538-6987,,Partial,Yes,No,No,2024-12-16,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=638f81461bb078102eb2a82fe54bcb65&view=sp
9036,RMD0022570,35801281,Glass Workers BPO,8917 Louetta Rd #400 Spring TX 77379,No,United States of America,,,,Haris Barie,CEO,Executive Department,8917 Louetta Rd #400 Spring TX 77379,United States of America,2292243851,,No,Yes,No,No,2024-08-23,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=e47fe60c1bd8d610379cec2de54bcb5e&view=sp
201,RMD0001684,3776507,Glenwood Telecommunications Inc.,510 West Gage Street PO Box 357 Blue Hill NE 68930,No,United States of America,,,,Jacob Hull,Director of Operations,Operations,510 West Gage Street Blue Hill NE 68930,United States of America,402.756.3131,,Partial,Yes,No,No,2024-08-02,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=7881dffa1bd47050003c43f1f54bcbc9&view=sp
2239,RMD0004359,3710100,Glenwood Telephone Company,202 W. Fourth Avenue P. O. 235 Glenwood GA 30428,No,United States of America,0029047875,"gtcfiber, gtconline",,JAMES OBRIEN,CEO,Management,202 W. Fourth Avenue Glenwood GA 30428,United States of America,9125235111,,No,Yes,No,No,2024-02-24,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=f4f68ef91b0db4109294113d9c4bcbd6&view=sp
200,RMD0001683,2388262,Glenwood Telephone Membership Corporation,510 West Gage PO Box 97 Blue Hill NE 68930,No,United States of America,"0002387033; Glenwood Network Services, Inc.",,,Jacob Hull,Director of Operations,Operations,510 West Gage Street Blue Hill NE 68930,United States of America,402.756.3131,,No,Yes,No,No,2024-08-02,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=37a88b3e1b947050003c43f1f54bcbb0&view=sp
6078,RMD0009798,31655087,"Glo Telecom, Inc.",2085 Old Boonesboro Rd Richmond KY 40475,No,United States of America,,,,Bob Stamper,President,Administration,2085 Old Boonesboro Rd Richmond KY 40475,United States of America,8592000428,,Yes,Yes,No,No,2024-03-30,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=3b5841231b4d811093d3a820f54bcb78&view=sp
5102,RMD0008297,27967686,GloTell US Corp.,1832 S Ocean Drive Halladale Beach FL 33009,No,United States of America,,,,Alina Karpova,CEO,Administration,1832 S Ocean Drive Halladale Beach FL 33009,United States of America,9548354110,,Partial,No,No,Yes,2024-08-02,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=ffdd33cb1bfe781093d3a820f54bcb29&view=sp
3983,RMD0006842,29265568,Global Access Networks,206 Gothic Ct Suite 304 Franklin TN 37067,No,United States of America,NONE,,NONE,Gary Bailey,VP Voice Operations,Operations,206 Gothic Ct Suite 304 Franklin TN 37067,United States of America,6156568000,200,Yes,Yes,No,No,2024-02-26,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=945c60dd1bba341093d3a820f54bcbbf&view=sp
8064,RMD0017526,18586909,Global Connection Inc. of America,390 NE 191st St Ste 8334 Miami Florida 33179,No,United States of America,0010765329,StandUp Wireless,,Jennifer Carter,Senior VP of Operations and Compliance Officer,Operations and Compliance,390 NE 191st St Ste 8334 Miami Florida 33179,United States of America,800-544-4441,,No,Yes,No,No,2024-02-23,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=0fe4ab1d87a08610467d0ed8cebb35c3&view=sp
3628,RMD0006381,26094649,Global Crossing Telemanagement VA,100 CenturyLink Dr. Mailstop: 3TCW088.2 Monroe LA 71203,No,United States of America,,,,Philip Linse,Director Public Policy,Public Policy & Compliance,"660 N Capitol Street NW Suite 240 Washington, DC DC 20001 79e868f3dba03600d02ffb0e0f961973",United States of America,303-707-3844,,Partial,Yes,No,No,2024-09-06,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=34db5a1b1bae3050e91484cae54bcb4c&view=sp
431,RMD0001967,11610912,"Global Data Systems, Inc",310 Laser Ln Lafayette LA 70507,No,United States of America,,,,Chris Taylor,Director of Operations & Infrastructure,Operations,310 Laser Ln Lafayette LA 70507,United States of America,3372916535,,Yes,Yes,No,No,2024-10-07,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=7261a27a1ba8bc10544a404fe54bcb59&view=sp
3699,RMD0006482,19117324,Global Data Technologies Inc.,PO Box 914 Highland Park IL 60035,No,United States of America,,,,Boris Privin,CTO,Sales,PO Box 914 Highland Park IL 60035,United States of America,2247650775,5104,Yes,Yes,No,No,2024-10-02,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=324709541bba7010810387bae54bcba7&view=sp
2911,RMD0005374,31079171,"Global Net Communications, Inc.",2040 S Alma School Road Suite 1499 Chandler AZ 85286,No,United States of America,,,,Christian Banister,President,Corporate,2040 S Alma School Road Suite 1499 Chandler AZ 85286,United States of America,480-503-9298,,Yes,Yes,No,No,2024-02-22,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=5b7978581b12f8105e240f6fe54bcba4&view=sp
