index,frn,business_name,contact_telephone_number,business_address,contact_business_address,implementation
3449,0030754840,"ALL IT USA, LLC d/b/a Sprinter Business Solutions",715-551-6464,"5920 N 39th Ave.
Wausau WI 54401","5920 N 39th Ave.
Wausau WI 54401",Complete STIR/SHAKEN Implementation
3450,0016439564,"Systems & Software USA, Inc",5165763300,"One Ames Court
Suite 203
Plainview NY 11803","116 Bell Street
Suite 203
West Babylon NY 11704
New York",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3451,0014176929,"Gutierrez - Palmenberg, Inc.",6023850720,"2922 W. Clarendon Ave.
Phoenix AZ 85017","2922 W. Clarendon Ave.
Phoenix AZ 85017",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3452,0031389570,ASKALLTECH LLC,435-557-3232,"207 W 3700 N
Bldg F
Hyde Park UT 84318","207 W 3700 N
Bldg F Suite Upstairs
Hyde Park UT 84318",Complete STIR/SHAKEN Implementation
3453,0014346522,"Eltopia Communications, LLC",509-521-8668,"23 Ringold River Road
Mesa WA 99343","2304 Ringold Rd
Eltopia WA 99330",Complete STIR/SHAKEN Implementation
3454,0031331242,OMKINER S.L.,'+34932414130,"Ticia 32
Barcelona 08035 Barcelona, Spain","Ticia 32
Barcelona 08035 Barcelona, Spain",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3455,0023744667,"BRESCO Solutions LLC, dba BRESCO Broadband",'+1 703-582-7310,"423 East Town St
Columbus OH 43215","423 East Town St
Columbus OH 43215",Complete STIR/SHAKEN Implementation
3456,0001773811,"CenturyTel of Adamsville, Inc.",7043142618,"1120 South Tryon Street
Suite 700
Charlotte NC 28203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3457,0005827712,"Brightspeed of Alabama, LLC",7043142618,"1120 S Tryon Street
Suite 700
Charlotte North Carolina 28203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3458,0001730886,"Brightspeed of Arkansas, LLC",7043142618,"1120 S Tryon Street
Suite 700
Charlotte North Carolina 28203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3459,0004253381,"Brightspeed of Central Arkansas, LLC",7043142618,"1120 S Tryon Street
Suite 700
Charlotte North Carolina 28203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3460,0003936952,"Brightspeed of Central Indiana, LLC",7043142618,"1120 South Tryon Street
Suite 700
Charlotte NC 28203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3461,0004312229,"Brightspeed of Central Wisconsin, LLC",7043142618,"1120 South Tryon Street
Suite 700
Charlotte NC 28203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3462,0004312203,"CenturyTel of Chester, Inc.",3037073844,"100 CenturyLink Drive
Mailstop: 3TCW88.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3463,0001772482,"Brightspeed of Eastern Tennessee, Inc.",7043142618,"1120 South Tryon Street
Suite 700
Charlotte NC 28203","660 N Capitol Street NW Suite 240 Washington DC 20001
Mailstop: 3TCW88.2
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3464,0002715902,"CENTURYTEL OF COLORADO, INC.",303-707-3844,"100 CenturyLink Drive
Mailstop: 3TCW88.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3465,0005761309,"CenturyTel of Cowiche, Inc.",303-707-3844,"100 CenturyLink Drive
Mailstop: 3TCW88.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3466,0001617265,"CenturyTel of Eagle, Inc.",303-707-3844,"100 CenturyLink Drive
Mailstop: 3TCW88.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3467,0001562099,CENTURYTEL OF EASTERN OREGON INC,3037073844,"100 CenturyLink Drive
Mailstop: 3TCW88.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3468,0007566961,"TRANSWORLD NETWORK, CORP",8138914700,"255 PINE AVE N
OLDSMAR FL 34677","255 PINE AVE N
OLDSMAR FL 34677
FL",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3469,0004085080,"Brightspeed of Eastern Wisconsin, LLC",7043142618,"1120 South Tryon Street
Suite 700
Charlotte NC 28203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3470,0004085098,"Brightspeed of Northeastern Wisconsin, LLC",7043142618,"1120 South Tryon Street
Suite 700
Charlotte NC 28203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3471,0002648368,"CENTURYTEL OF IDAHO, INC.",303-707-3844,"100 CenturyLink Dr.
Mailstop: 3TCW88.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3472,0001582543,"CenturyTel of Inter Island, Inc.",303-707-3844,"100 CenturyLink Drive
Mailstop: 3TCW88.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3473,0024418584,Premier Satellite,9019378613,"5701 Crievewood
Bartlett TN 38135","5701 Crievewood
Bartlett TN 38135",Complete STIR/SHAKEN Implementation
3474,0001677541,"Brightspeed of Northern Texas, Inc.",7043142618,"1120 S Tryon Street
Suite 700
Charlotte North Carolina 28203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3475,0004547071,"Brightspeed of East Central Wisconsin, LLC",7043142618,"1120 South Tryon Street
Suite 700
Charlotte NC 28203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3476,0016889396,Tierzero,213-784-1400,"818 W 7th St
Suite 440
Los Angeles CA 90017","818 W 7th Street
Ste 440
Los Angeles CA 90017",Complete STIR/SHAKEN Implementation
3477,0031391170,ElectSys,7176652141,"304 N Main St
Manheim PA 17545","304 N Main St
Manheim PA 17545",Complete STIR/SHAKEN Implementation
3478,0024382798,"Gipe Enterprises, Inc",5016235969,"620 Central Ave
Ste 2C
Hot Springs AR 71901","620 Central Ave
Suite 2C
Hot Springs AR 71901",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3479,0022955702,"HopDial, LLC",8663050407,"1206 Churchill Road
Wyndmoor PA 19038","1206 Churchill Road
Wyndmoor PA 19038",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3480,0031391261,Good Sound Co,7174711335,"209 N Sheridan Rd
Newmanstown PA 17073","209 N Sheridan Rd
Newmanstown PA 17073",Complete STIR/SHAKEN Implementation
3481,0031386899,"INA,LLC",9103152749,"PO Box 252
Aberdeen NC 28315","PO Box 252
Aberdeen NC 28315",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3482,0019034453,"Secure Cloud Solutions, LLC",480-302-6901,"3601 E Brookwood Ct
Phoenix AZ 85048","4605 E Chandler Blvd., Ste. 170
Phoenix AZ 85048
AZ",Complete STIR/SHAKEN Implementation
3483,0026712257,Tech Support Inc.,7342447300,"15347 S Dixie Hwy
Monroe MI 48161","15347 S Dixie Hwy
Monroe MI 48161",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3484,0002774487,"Brightspeed of Michigan, Inc.",7043142618,"1120 South Tryon Street
Suite 700
Charlotte NC 28203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3485,0002767283,"Brightspeed of Central Michigan, Inc.",7043142618,"1120 South Tryon Street
Suite 700
Charlotte NC 28203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3486,0031068075,HeavyLogic,8555885111,"6241 Jonathans Way
Trussville AL 35173","6241 Jonathans Way
Trussville AL 35173",Complete STIR/SHAKEN Implementation
3487,0002641967,"CenturyTel of Minnesota, Inc.",303-707-3844,"100 CenturyLink Drive
Mailstop: 3TCW88.2
Monroe LA 71203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3488,0031355191,Clearstream LLC,7702843301,"255 Racetrack Rd
McDonough GA 30252","255 Racetrack Rd
McDonough GA 30252",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3489,0005827787,"Brightspeed of Missouri, LLC",7043142618,"1120 S Tryon Street
Suite 700
Charlotte North Carolina 28203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3490,0004547055,"Brightspeed of Midwest Wisconsin, LLC",7043142618,"PO Box 1330
Fayetteville NC 28302","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3491,0001566041,"CenturyTel of Montana, Inc.",3037073844,"100 CenturyLink Drive
Mailstop: 3TCW88.2
Monroe LA 71203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3492,0001732338,"Brightspeed of Northern Arkansas, Inc.",7043142618,"1120 South Tryon Street
Suite 700
Charlotte NC 28203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3493,0001743541,"CenturyTel of North Mississippi, Inc.",7043142618,"1120 S Tryon Street
Suite 700
Charlotte North Carolina 28203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3494,0004312245,"Brightspeed of Northern Michigan, Inc.",7043142618,"1120 South Tryon Street
Suite 700
Charlotte NC 28203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3495,0004547048,"Brightspeed of Northern Wisconsin, LLC",7043142618,"PO Box 1330
Fayetteville NC 28302","660 N Capitol Street NW Suite 240
Washington, DC DC 20001",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3496,0004547295,"Brightspeed of Northwest Arkansas, LLC",7043142618,"1120 S Tryon Street
Suite 700
Charlotte North Carolina 28203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3497,0026425652,Qubic Telecom,7145140503,"22 Vine
Irvine CA 92620","22 Vine
Irvine CA 92620",Complete STIR/SHAKEN Implementation
3498,0004547022,"Brightspeed of Northwest Wisconsin, LLC",7043142618,"1120 South Tryon Street
Suite 700
Charlotte NC 28203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3499,0001748466,"Brightspeed of Southern Indiana, LLC",7043142618,"1120 South Tryon Street
Suite 700
Charlotte NC 28203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3500,0002853711,"Brightspeed of Ohio, Inc.",7043142618,"1120 South Tryon Street
Suite 700
Charlotte NC 28203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3501,0001768449,"Brightspeed of Southern Tennessee, LLC",7043142618,"1120 S Tryon Street
Suite 700
Charlotte North Carolina 28203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3502,0004312260,"CenturyTel of Oregon, Inc.",303-707-3844,"100 CenturyLink Drive
Mailstop: 3TCW88.2
Monroe LA 71203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3503,0001685429,"Brightspeed of Coastal Texas, Inc.",7043142618,"1120 South Tryon Street
Suite 700
Charlotte NC 28203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3504,0003738093,"CenturyTel of Postville, Inc.",303-707-3844,"100 CenturyLink Dr. 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3505,0004312211,"Brightspeed of South Central Arkansas, LLC",7043142618,"1120 South Tryon Street
Suite 700
Charlotte NC 28203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3506,0017288341,"Central Telecom Long Distance, Inc.",8889889818,"102 South Tejon Street
Suite 1100
Colorado Springs CO 80903","102 South Tejon Street
Suite 1100
Colorado Springs CO 80903",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3507,0001712751,"Brightspeed of Southern Texas, Inc.",7043142618,"1120 S Tryon Street
Suite 700
Charlotte North Carolina 28203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3508,0031355571,VUTOVSOFT CORP,'+1-866-972-5548,"275 Slater Street, Suite 900
ON K1P 5H9 Ottawa, Canada","275 Slater Street, Suite 900
ON K1P 5H9 Ottawa, Canada",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3509,0004312153,"Brightspeed of South Arkansas, LLC",7043142618,"1120 South Tryon Street
Suite 700
Charlotte NC 28203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3510,0001623438,"CenturyTel of the Gem State, Inc.",303-707-3844,"100 CenturyLink Drive
Mailstop: 3TCW88.2
Monroe LA 71203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3511,0004547089,"Brightspeed of North Central Wisconsin, LLC",7043142618,"PO Box 1330
Fayetteville NC 28302","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3512,0004547006,"Brightspeed of Western Wisconsin, LLC",7043142618,"PO Box 1330
Fayetteville NC 28302","660 N Capitol Street NW Suite 240
Washington, DC DC 20001",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3513,0017858150,"CenturyTel of the Northwest, Inc.",3037073844,"100 CenturyLink Drive
Mailstop: 3TCW88.2
Monroe LA 71203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3514,0031391501,"Diverse Supply, Inc.",405-241-1000,"PO Box 12493
Oklahoma City OK 73157","PO Box 12493
Oklahoma City OK 73157",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3515,0001618818,"CenturyTel of the Southwest, Inc.",303-707-3844,"100 CenturyLink Drive
Mailstop: 3TCW88.2
Monroe LA 71203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3516,0006160741,"Brightspeed of Upper Michigan, Inc.",7043142618,"1120 S Tryon Street
Suite 700
Charlotte North Carolina 28203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3517,0002390326,"Brightspeed of Wisconsin, LLC",7043142618,"1120 S Tryon Street
Suite 700
Charlotte North Carolina 28203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3518,0001630243,"CenturyTel of Wyoming, Inc.",303-707-3844,"100 CenturyLink Drive
Mailstop: 3TCW88.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3519,0001568773,"Pacific Telecom Cellular of Alaska RSA #1, Inc.",303-707-3844,"100 CenturyLink Dr.
Mailstop: 3TCW88.2
Monroe LA 71203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3520,0004333753,"Brightspeed of Southern Alabama, LLC",7043142618,"1120 S Tryon Street
Suite 700
Charlotte North Carolina 28203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3521,0001825298,"CenturyLink of Florida, LLC",303-707-3844,"100 CenturyLink Drive
Mailstop: 3TCW88.2
Monroe LA 71203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3522,0002643435,"CenturyLink of Minnesota, LLC",303-707-3844,"100 CenturyLink Drive
Mailstop: 3TCW88.2
Monroe LA 71203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3523,0002337244,"Brightspeed of West Missouri, LLC",7043142618,"1120 S Tryon Street
Suite 700
Charlotte North Carolina 28203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3524,0008152837,Embarq Mid-Atlantic Management Services Company,303-707-3844,"1120 S Tryon Street
Suite 700
Charlotte North Carolina 28203","660 N Capitol Street NW Suite 240
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3525,0018092593,"Visionary Communications, LLC",307-682-1884,"1001 South Douglas HWY St. 201
Gillette WY 82717","1001 South Douglas HWY St. 201
Gillette WY 82716",Complete STIR/SHAKEN Implementation
